teff,logg,mh,alpha,vmic,vsini,Li,C,N,O,Na,Al,Mg,Si,Ti,K,Ca,Mn,Cr,Ni,S,V,Sc,Ba,La,Eu,Y,Zn,Zr,Cu
6520,2.62,-2.39,-0.25,2.1,5,-13.806,-6.416,-6.516,-6.026,-7.806,-8.296,-6.896,-6.926,-9.336,-9.186,-8.566,-9.366,-8.896,-8.646,-7.356,-10.686,-11.036,-12.256,-13.666,-13.946,-12.236,-9.976,-12.066,-10.206
4580,1.77,-2.42,0.2,1.37,5,-13.806,-6.056,-6.506,-5.736,-8.416,-7.556,-6.856,-7.036,-9.326,-9.566,-7.776,-9.156,-8.626,-7.966,-7.626,-10.686,-11.496,-12.486,-13.706,-14.336,-11.946,-10.186,-12.006,-10.076
4590,3.17,-2.43,-0.38,1.19,5,-13.806,-6.506,-6.836,-5.286,-7.746,-8.486,-7.206,-6.536,-9.586,-9.776,-8.606,-9.136,-9.166,-8.176,-7.696,-10.566,-11.016,-12.456,-13.086,-13.896,-12.626,-9.906,-12.046,-10.196
6650,1.99,-2.43,-0.16,2.32,5,-13.806,-6.256,-6.656,-6.086,-7.746,-8.116,-7.206,-6.606,-9.516,-9.206,-8.156,-8.646,-8.706,-8.696,-7.476,-9.986,-11.566,-12.166,-13.286,-13.816,-12.426,-9.696,-11.516,-10.166
7640,3.49,-2.41,0.15,3.54,5,-13.806,-5.816,-6.626,-6.056,-7.776,-8.186,-6.696,-7.116,-9.996,-9.596,-8.016,-8.986,-8.846,-8.616,-7.726,-10.406,-10.916,-12.236,-13.306,-14.356,-12.156,-10.036,-11.896,-10.216
5120,0.52,-2.44,0.29,1.51,5,-13.806,-6.166,-6.216,-5.836,-8.606,-7.956,-6.756,-6.436,-9.816,-9.096,-7.736,-8.596,-8.366,-8.526,-6.886,-10.946,-11.516,-12.366,-13.066,-13.506,-12.076,-9.846,-11.586,-10.676
5190,0.78,-2.48,0.09,1.49,5,-13.806,-6.596,-6.746,-5.736,-8.626,-8.376,-6.736,-6.536,-9.676,-9.526,-8.226,-8.916,-8.646,-8.796,-7.146,-10.146,-11.366,-12.566,-13.226,-14.056,-11.846,-9.776,-11.806,-10.426
5170,1.23,-2.47,-0.06,1.44,5,-13.806,-5.926,-6.716,-5.786,-8.286,-8.386,-6.646,-6.626,-9.106,-9.886,-8.596,-8.866,-8.976,-8.286,-7.606,-10.736,-11.676,-12.706,-13.266,-13.956,-12.146,-10.186,-11.456,-9.776
5580,3.62,-2.49,-0.26,1.06,6,-13.806,-5.976,-6.476,-5.456,-8.606,-7.926,-7.196,-6.716,-10.066,-9.596,-8.476,-9.066,-8.796,-8.686,-7.556,-10.506,-11.096,-12.596,-12.986,-14.206,-12.526,-9.446,-11.856,-10.706
4570,0.85,-2.49,-0.06,1.47,7,-13.806,-6.096,-6.576,-5.766,-8.306,-7.906,-7.016,-7.246,-9.866,-9.476,-8.276,-8.676,-8.446,-8.446,-6.996,-10.956,-10.956,-12.056,-13.736,-14.286,-12.436,-10.326,-12.156,-10.636
4010,3.55,-2.42,0.05,0.96,7,-13.806,-6.266,-6.316,-6.006,-7.716,-8.406,-6.566,-6.896,-9.836,-9.706,-8.356,-8.466,-8.946,-8.406,-7.706,-10.136,-11.816,-12.286,-13.476,-14.016,-12.236,-9.516,-11.606,-9.946
4400,1.67,-2.38,0.02,1.42,7,-13.806,-5.896,-6.206,-5.446,-8.336,-7.596,-7.146,-6.476,-9.836,-8.816,-7.746,-9.256,-9.096,-8.166,-7.156,-10.446,-11.356,-11.796,-13.596,-13.986,-12.666,-9.466,-12.296,-10.586
5100,1.63,-2.42,-0.09,1.38,8,-13.806,-6.326,-6.536,-6.136,-8.256,-7.766,-7.336,-6.466,-9.146,-8.916,-7.866,-8.616,-9.226,-7.886,-7.106,-10.216,-11.776,-11.876,-12.956,-13.676,-12.676,-10.286,-12.166,-9.936
5610,4.68,-2.44,0.03,0.92,9,-13.806,-6.046,-6.536,-5.536,-8.016,-8.246,-6.576,-6.996,-9.126,-9.426,-8.426,-9.176,-9.056,-8.456,-7.646,-10.036,-11.326,-11.806,-13.436,-14.066,-12.056,-9.626,-11.436,-10.536
5590,4.03,-2.41,-0.07,1.01,9,-13.806,-6.286,-6.246,-6.066,-8.146,-7.636,-6.936,-6.856,-9.486,-9.186,-8.206,-8.946,-9.276,-8.186,-7.086,-9.966,-11.846,-12.416,-12.916,-13.806,-12.466,-9.606,-12.136,-10.576
4320,2.09,-2.46,-0.42,1.4,9,-13.806,-6.396,-6.406,-5.796,-8.396,-7.786,-7.416,-7.256,-9.836,-9.766,-8.526,-9.436,-8.406,-8.536,-7.506,-10.126,-11.606,-12.136,-13.316,-13.936,-11.836,-10.256,-12.006,-10.466
4960,3.48,-2.49,0.27,1.13,10,-13.806,-6.446,-6.596,-6.216,-8.246,-7.876,-6.746,-6.946,-9.726,-9.496,-7.876,-8.746,-9.066,-8.126,-6.956,-10.106,-10.996,-11.976,-13.246,-14.416,-12.696,-10.116,-11.656,-10.676
4750,0.12,-2.46,0.04,1.53,10,-13.806,-5.716,-6.696,-5.486,-8.066,-8.126,-6.576,-6.606,-9.856,-8.936,-8.456,-9.456,-8.366,-8.666,-7.016,-10.606,-11.466,-12.436,-13.586,-14.016,-11.896,-9.586,-12.146,-10.176
6220,4.84,-2.48,-0.37,1.12,10,-13.806,-6.106,-6.276,-5.476,-7.746,-7.916,-7.276,-6.886,-9.236,-9.106,-8.606,-8.986,-8.476,-8.106,-7.646,-10.036,-11.566,-11.976,-13.246,-13.796,-12.496,-10.136,-11.646,-10.106
4950,1.28,-2.49,0.18,1.4,10,-13.806,-6.006,-6.986,-5.496,-8.176,-7.586,-7.026,-7.146,-10.026,-9.406,-7.766,-9.056,-8.916,-7.896,-7.476,-10.426,-11.766,-12.796,-13.066,-14.006,-12.606,-9.636,-11.726,-10.446
7230,3.17,-2.38,0.04,2.92,2,-13.796,-6.116,-6.426,-5.466,-8.246,-7.856,-7.096,-7.136,-9.816,-9.786,-7.766,-9.196,-8.536,-8.056,-7.246,-10.096,-11.546,-11.856,-13.066,-13.966,-11.816,-9.306,-11.886,-10.146
4400,0.56,-2.48,-0.03,1.54,2,-13.796,-5.706,-6.276,-5.826,-8.466,-8.136,-7.046,-6.706,-10.016,-8.936,-8.156,-9.196,-8.486,-8.036,-7.596,-10.946,-11.656,-11.856,-13.326,-13.746,-12.176,-9.606,-11.816,-10.096
5730,4.66,-2.41,0.08,0.96,3,-13.796,-6.486,-6.206,-6.106,-8.496,-8.126,-6.546,-6.826,-9.196,-9.796,-8.296,-8.906,-8.916,-8.236,-7.156,-10.336,-11.516,-12.336,-13.076,-13.576,-12.516,-9.356,-11.926,-10.556
5690,1.72,-2.43,0.34,1.57,4,-13.796,-5.776,-6.726,-5.986,-7.736,-8.256,-6.616,-7.006,-9.406,-9.346,-7.746,-8.946,-9.146,-8.466,-7.126,-10.036,-11.176,-12.096,-13.446,-14.166,-12.276,-9.776,-11.466,-10.216
5640,3.09,-2.38,-0.01,1.37,4,-13.796,-6.196,-6.346,-5.316,-7.926,-7.936,-6.616,-6.956,-9.616,-9.466,-8.336,-9.246,-9.246,-8.286,-7.576,-10.816,-11.326,-12.246,-13.556,-14.126,-12.026,-9.786,-11.506,-9.906
5590,3.29,-2.46,0.09,1.32,4,-13.796,-5.906,-6.916,-5.316,-8.176,-8.276,-7.236,-7.316,-10.036,-9.666,-7.686,-8.866,-8.876,-8.166,-7.346,-10.976,-11.216,-12.506,-13.656,-13.546,-12.576,-10.186,-12.086,-9.916
6000,3.03,-2.43,-0.26,1.6,4,-13.796,-5.756,-6.486,-5.296,-7.926,-7.886,-7.266,-7.296,-9.306,-9.616,-8.306,-9.056,-9.006,-8.726,-7.596,-10.186,-11.806,-12.516,-13.636,-13.586,-11.846,-10.306,-11.576,-10.436
4790,0.36,-2.37,0.18,1.5,4,-13.796,-5.676,-6.496,-5.566,-8.386,-7.826,-6.686,-6.926,-9.696,-9.526,-7.876,-9.106,-8.926,-7.946,-7.536,-10.806,-10.896,-12.516,-12.756,-13.776,-12.326,-9.536,-12.176,-10.326
4660,1.76,-2.43,-0.12,1.36,4,-13.796,-6.536,-6.616,-5.586,-8.506,-8.426,-7.266,-7.356,-9.656,-9.596,-8.006,-8.706,-8.836,-8.666,-7.366,-10.516,-11.766,-11.996,-13.156,-13.916,-12.476,-10.166,-11.626,-10.686
7730,2.63,-2.37,0.11,3.81,5,-13.796,-6.496,-6.606,-5.276,-7.876,-8.236,-7.056,-6.996,-9.066,-9.756,-7.646,-8.656,-9.056,-8.046,-7.036,-10.786,-11.626,-12.076,-13.286,-14.146,-12.636,-10.166,-12.096,-10.596
4920,4.67,-2.43,-0.2,0.8,5,-13.796,-5.806,-6.846,-5.466,-8.276,-7.586,-7.076,-7.366,-9.426,-9.216,-8.366,-9.426,-9.186,-7.796,-7.196,-10.316,-11.796,-12.776,-13.566,-13.736,-12.226,-9.946,-11.806,-10.056
5700,2.99,-2.48,0.42,1.42,5,-13.796,-6.116,-6.496,-5.846,-7.936,-7.926,-6.596,-6.786,-9.146,-9.496,-7.706,-8.616,-8.696,-8.176,-6.876,-10.036,-11.886,-11.926,-12.936,-14.006,-12.506,-10.116,-12.246,-10.016
7380,1.61,-2.4,-0.18,3.34,5,-13.796,-6.086,-6.516,-6.056,-7.976,-8.076,-7.206,-6.426,-9.976,-8.976,-8.126,-8.746,-8.456,-8.136,-7.346,-10.786,-11.076,-12.256,-12.766,-13.636,-12.516,-10.256,-11.656,-10.546
5120,0.41,-2.36,-0.08,1.52,5,-13.796,-5.606,-6.386,-5.456,-8.276,-8.136,-6.906,-7.076,-9.896,-8.876,-8.156,-8.776,-8.436,-7.856,-7.226,-10.716,-11.406,-12.656,-12.846,-13.636,-12.076,-10.026,-11.306,-10.136
4050,2.12,-2.44,-0.32,1.5,5,-13.796,-6.256,-6.246,-6.106,-8.576,-8.426,-7.336,-6.916,-9.846,-8.926,-8.356,-8.706,-9.066,-7.956,-7.346,-10.006,-11.096,-11.946,-13.116,-13.466,-11.806,-10.176,-11.706,-10.436
4710,0.47,-2.5,-0.32,1.5,5,-13.796,-5.906,-6.626,-5.746,-8.496,-7.676,-7.206,-7.196,-9.856,-9.296,-8.606,-9.296,-9.066,-8.006,-7.746,-10.526,-11.336,-11.946,-13.636,-14.496,-12.596,-10.336,-12.166,-10.436
7120,2.53,-2.38,0.06,2.85,6,-13.796,-5.766,-6.996,-5.526,-7.956,-7.546,-6.566,-7.206,-9.586,-9.476,-8.256,-8.896,-8.796,-8.616,-7.486,-10.236,-11.116,-12.676,-12.756,-14.316,-12.506,-9.456,-11.936,-9.736
7900,4.13,-2.44,0.06,2.44,6,-13.796,-5.956,-6.526,-5.526,-8.296,-8.476,-6.966,-6.956,-9.766,-9.346,-7.976,-9.466,-9.056,-7.916,-7.076,-10.876,-11.186,-12.326,-12.966,-14.196,-12.336,-9.386,-11.526,-10.596
5280,4.5,-2.44,-0.21,0.87,6,-13.796,-6.106,-6.576,-5.586,-8.566,-7.976,-7.016,-7.406,-9.586,-9.606,-8.466,-8.576,-8.476,-8.416,-7.616,-10.446,-11.526,-12.786,-13.156,-14.276,-11.926,-10.096,-11.916,-10.536
6630,1.66,-2.42,-0.2,2.34,7,-13.796,-5.886,-6.936,-5.716,-8.606,-7.616,-7.226,-7.186,-9.436,-8.906,-8.186,-9.336,-8.416,-8.476,-7.056,-10.056,-11.686,-12.536,-13.396,-13.756,-12.406,-10.136,-11.636,-10.666
5380,4.85,-2.48,0.21,0.84,7,-13.796,-6.016,-7.116,-6.176,-7.726,-7.616,-6.536,-7.146,-9.966,-9.396,-8.186,-9.356,-9.316,-8.166,-7.616,-10.196,-11.756,-12.116,-13.596,-14.396,-12.056,-9.606,-11.946,-10.496
7180,4.48,-2.46,0.1,1.76,7,-13.796,-5.946,-6.866,-5.686,-7.896,-7.816,-7.156,-7.426,-9.906,-9.296,-7.736,-9.446,-8.826,-8.666,-6.856,-10.306,-11.076,-12.086,-12.866,-14.366,-11.846,-9.796,-12.106,-10.536
7250,2.94,-2.4,0.08,2.98,7,-13.796,-6.466,-7.086,-6.096,-8.366,-8.266,-7.176,-6.806,-9.696,-8.956,-7.656,-9.226,-8.616,-8.536,-7.116,-10.406,-11.736,-11.756,-13.496,-13.946,-11.836,-9.436,-11.966,-9.886
5760,0.78,-2.37,0.02,1.71,7,-13.796,-6.086,-6.356,-5.556,-7.626,-7.956,-6.966,-6.986,-9.856,-9.466,-7.926,-8.926,-8.756,-8.336,-6.876,-10.376,-10.896,-11.786,-13.646,-13.536,-11.806,-9.966,-11.456,-10.516
4840,1.54,-2.36,0.18,1.37,7,-13.796,-5.976,-6.366,-6.036,-7.956,-8.196,-6.956,-6.516,-9.496,-8.996,-7.586,-8.836,-9.146,-8.116,-7.336,-10.466,-11.666,-12.606,-13.266,-13.716,-12.656,-10.186,-11.376,-9.636
6480,3.2,-2.47,-0.02,1.99,8,-13.796,-5.726,-7.076,-5.456,-8.386,-7.666,-6.946,-6.526,-9.836,-9.706,-8.216,-9.166,-8.656,-8.326,-7.566,-10.086,-11.036,-12.376,-13.606,-14.346,-11.946,-9.676,-11.546,-9.906
6200,2.72,-2.43,0.04,1.79,8,-13.796,-5.916,-6.976,-5.296,-8.246,-7.676,-7.016,-6.576,-9.106,-9.566,-7.936,-8.646,-8.556,-7.936,-7.296,-10.466,-11.226,-12.436,-13.526,-14.326,-11.886,-9.806,-11.476,-9.826
4740,3.29,-2.46,0.01,1.16,9,-13.796,-6.006,-6.646,-5.836,-8.386,-8.436,-7.196,-7.206,-9.496,-9.436,-7.886,-8.846,-8.756,-7.896,-7.126,-10.206,-11.326,-11.926,-13.266,-14.026,-12.766,-9.926,-11.836,-10.296
7430,3.98,-2.48,0.46,2.03,9,-13.796,-5.676,-6.916,-5.946,-8.496,-8.246,-6.466,-6.726,-9.546,-9.156,-7.746,-8.666,-9.256,-8.336,-7.626,-10.216,-11.886,-12.016,-13.166,-13.986,-12.576,-9.426,-11.936,-10.206
5240,2.48,-2.39,-0.3,1.31,9,-13.796,-6.286,-6.296,-5.326,-7.656,-8.276,-7.366,-6.646,-9.776,-9.676,-8.186,-9.226,-8.316,-7.726,-6.796,-10.326,-11.636,-12.486,-13.376,-13.476,-12.706,-10.176,-12.236,-10.486
4920,1.77,-2.43,0.08,1.35,9,-13.796,-5.926,-6.876,-5.736,-8.376,-7.546,-6.986,-6.936,-9.816,-9.536,-7.886,-9.106,-8.786,-7.956,-7.266,-10.316,-11.406,-12.456,-13.336,-13.916,-12.376,-9.536,-11.646,-10.556
5150,0.4,-2.42,-0.05,1.52,9,-13.796,-5.686,-7.036,-5.416,-7.876,-7.696,-6.536,-6.656,-9.776,-8.896,-8.586,-8.846,-8.626,-8.246,-6.916,-10.456,-11.636,-12.586,-13.436,-14.026,-11.786,-10.106,-12.136,-9.826
5450,0.71,-2.47,-0.25,1.57,2,-13.786,-6.416,-6.546,-5.916,-8.256,-7.746,-7.226,-6.626,-9.596,-9.516,-8.396,-9.436,-8.936,-8.396,-7.526,-10.236,-11.386,-12.646,-12.996,-13.686,-12.006,-9.616,-11.546,-10.646
7430,3.63,-2.49,-0.14,2.08,3,-13.786,-6.406,-6.876,-5.976,-8.566,-7.656,-6.786,-7.386,-10.026,-9.396,-8.656,-8.816,-9.116,-8.296,-6.996,-10.546,-11.416,-12.376,-13.126,-13.606,-12.316,-9.826,-11.536,-10.626
5300,4.29,-2.43,-0.2,0.9,3,-13.786,-5.706,-6.196,-5.596,-8.396,-7.566,-7.356,-7.296,-9.616,-8.866,-8.076,-8.496,-8.536,-7.836,-7.476,-10.196,-11.006,-12.066,-13.076,-14.136,-12.596,-10.126,-11.536,-10.676
4220,4.86,-2.44,0.3,0.78,3,-13.786,-6.346,-6.756,-6.286,-7.876,-7.776,-6.816,-6.826,-9.516,-8.946,-7.656,-9.046,-9.056,-7.856,-7.336,-10.966,-11.546,-12.406,-13.096,-13.466,-12.486,-10.326,-11.856,-10.196
6490,3.89,-2.42,-0.16,1.4,3,-13.786,-5.956,-6.586,-6.206,-8.456,-8.056,-7.056,-6.526,-9.086,-9.196,-8.276,-9.146,-8.506,-8.516,-7.556,-9.996,-11.066,-11.856,-13.586,-14.376,-11.906,-10.186,-11.886,-10.626
7670,2.33,-2.5,-0.04,3.74,3,-13.786,-6.356,-7.046,-6.266,-8.506,-8.016,-7.376,-6.966,-10.006,-9.076,-7.876,-9.276,-8.786,-8.316,-6.916,-10.676,-11.746,-12.756,-12.906,-14.186,-11.846,-9.776,-11.746,-10.176
4520,0.37,-2.44,0.15,1.53,3,-13.786,-6.496,-6.476,-6.176,-8.326,-8.096,-7.096,-7.276,-9.296,-9.196,-7.656,-9.306,-8.836,-7.926,-7.046,-10.776,-11.186,-12.686,-13.146,-14.236,-12.296,-9.346,-11.886,-10.176
4130,1.24,-2.42,-0.05,1.57,3,-13.786,-5.666,-6.706,-5.276,-7.676,-8.076,-6.576,-6.676,-9.136,-8.986,-8.546,-9.286,-8.756,-8.446,-6.846,-10.066,-11.736,-12.036,-13.266,-13.806,-12.136,-9.466,-12.336,-9.816
5390,1.37,-2.48,-0.12,1.48,4,-13.786,-6.206,-6.476,-6.166,-7.996,-8.376,-7.386,-7.136,-9.776,-9.436,-7.996,-9.206,-9.206,-7.826,-7.106,-10.506,-11.636,-12.536,-13.816,-14.046,-11.866,-9.926,-11.966,-10.006
7510,2.27,-2.45,-0.12,3.47,4,-13.786,-5.906,-7.016,-5.756,-8.596,-8.326,-7.306,-6.796,-9.256,-9.526,-8.026,-8.936,-8.926,-8.056,-7.636,-10.596,-11.066,-11.956,-13.366,-14.436,-12.016,-9.496,-11.546,-9.766
5660,1.78,-2.5,0.07,1.55,4,-13.786,-6.106,-6.926,-6.146,-8.176,-7.946,-6.556,-7.356,-9.196,-9.486,-8.476,-8.926,-8.976,-8.566,-7.316,-10.606,-11.686,-12.566,-13.376,-14.106,-11.936,-9.886,-12.196,-9.846
5310,1.52,-2.48,-0.07,1.44,4,-13.786,-6.556,-6.536,-6.016,-7.906,-8.366,-6.766,-7.356,-9.796,-9.066,-8.526,-9.406,-8.396,-8.436,-7.756,-10.126,-11.026,-12.136,-13.516,-14.246,-11.866,-9.626,-11.706,-10.026
4210,1.08,-2.41,-0.38,1.55,4,-13.786,-6.016,-6.236,-5.376,-8.436,-7.816,-7.216,-6.876,-9.306,-8.936,-8.556,-8.966,-8.296,-8.486,-7.546,-10.426,-11.796,-12.536,-13.306,-14.256,-12.336,-9.326,-12.056,-10.486
7830,2.37,-2.43,0.18,4.02,5,-13.786,-5.756,-6.546,-5.466,-8.356,-7.806,-6.736,-7.366,-9.806,-9.126,-7.946,-8.656,-8.996,-7.756,-7.356,-10.456,-11.866,-11.846,-13.756,-13.586,-12.546,-10.046,-12.356,-10.176
6820,2.54,-2.49,0.33,2.45,5,-13.786,-6.586,-6.816,-6.296,-7.786,-8.246,-6.766,-6.696,-9.876,-9.226,-7.736,-8.656,-8.636,-8.186,-7.576,-10.126,-11.506,-12.536,-13.256,-14.166,-11.936,-9.916,-11.426,-10.206
6240,1.15,-2.4,0.11,2.01,5,-13.786,-6.276,-6.356,-5.916,-8.386,-8.066,-6.876,-6.466,-9.806,-8.876,-7.896,-9.196,-8.816,-8.066,-7.016,-10.116,-11.396,-12.666,-12.986,-13.736,-12.476,-9.906,-11.586,-10.516
4550,0.13,-2.47,0.1,1.55,5,-13.786,-6.046,-6.776,-5.366,-8.376,-8.046,-7.226,-6.536,-9.906,-8.976,-7.696,-8.976,-9.166,-8.116,-7.056,-10.636,-11.856,-12.106,-13.506,-13.896,-12.156,-9.386,-12.016,-10.066
4130,0.17,-2.43,-0.04,1.68,6,-13.786,-6.386,-7.106,-5.586,-8.326,-8.336,-6.876,-7.066,-9.626,-9.546,-8.246,-9.306,-9.116,-8.506,-7.376,-10.036,-10.966,-12.056,-13.226,-13.846,-12.326,-10.126,-11.866,-10.326
5490,2.03,-2.45,0.32,1.44,7,-13.786,-5.656,-6.936,-5.566,-8.326,-7.736,-6.566,-6.776,-9.466,-9.706,-7.866,-9.326,-9.316,-8.746,-7.786,-10.366,-11.386,-12.736,-12.866,-14.216,-12.376,-9.386,-12.106,-10.726
7020,4.13,-2.38,0.11,1.7,7,-13.786,-5.906,-6.696,-5.236,-8.336,-8.336,-6.746,-7.146,-9.106,-9.736,-7.976,-9.106,-9.266,-8.206,-7.486,-10.206,-11.076,-12.586,-13.646,-14.176,-12.206,-9.456,-11.576,-9.976
5590,4.05,-2.46,-0.04,1.0,7,-13.786,-6.246,-6.786,-6.256,-7.756,-8.156,-7.436,-6.586,-9.986,-9.236,-7.756,-8.886,-8.616,-8.076,-7.356,-10.296,-11.766,-12.616,-13.066,-13.626,-11.806,-9.916,-11.476,-9.796
5540,4.73,-2.42,0.12,0.89,7,-13.786,-5.826,-6.236,-5.706,-8.376,-8.326,-6.706,-6.956,-9.236,-9.306,-8.066,-8.566,-8.496,-7.996,-6.996,-10.236,-11.226,-12.746,-13.426,-14.166,-12.266,-9.866,-11.976,-10.036
4110,4.61,-2.42,-0.08,0.81,7,-13.786,-5.586,-7.116,-5.316,-8.106,-8.046,-6.656,-6.616,-9.336,-9.216,-8.536,-8.646,-8.456,-8.196,-7.256,-10.136,-10.986,-12.156,-13.356,-13.676,-12.356,-10.156,-11.646,-9.846
4690,0.51,-2.36,-0.13,1.49,7,-13.786,-5.716,-7.016,-5.946,-7.656,-7.526,-7.276,-7.146,-9.316,-9.356,-7.886,-9.176,-8.486,-8.316,-7.416,-10.076,-11.626,-11.736,-13.006,-13.546,-12.616,-9.836,-11.376,-9.706
5930,0.97,-2.42,0.21,1.8,8,-13.786,-6.006,-6.876,-5.676,-8.166,-7.696,-6.536,-6.716,-9.526,-8.886,-8.066,-8.916,-9.116,-7.946,-7.666,-10.586,-10.956,-11.936,-13.146,-14.046,-12.336,-9.646,-11.996,-10.046
5220,0.46,-2.49,0.0,1.53,8,-13.786,-6.446,-7.126,-6.246,-8.386,-8.496,-6.916,-7.176,-9.786,-9.676,-8.246,-8.626,-8.786,-7.856,-6.966,-10.326,-11.346,-11.906,-13.596,-13.986,-12.696,-9.916,-11.586,-10.706
5230,1.14,-2.5,0.26,1.46,8,-13.786,-6.486,-6.696,-5.616,-8.726,-7.916,-6.636,-7.096,-9.646,-8.976,-8.026,-8.626,-9.206,-8.386,-7.326,-11.026,-11.346,-12.676,-13.466,-14.266,-11.836,-10.286,-12.356,-10.386
5190,1.8,-2.43,-0.24,1.38,9,-13.786,-5.876,-7.026,-5.816,-8.196,-8.476,-7.156,-6.606,-9.216,-9.506,-8.366,-8.936,-9.136,-8.246,-7.526,-10.506,-11.026,-12.666,-12.826,-13.916,-12.676,-9.966,-11.816,-10.236
4210,1.03,-2.47,-0.3,1.56,9,-13.786,-5.896,-6.636,-6.296,-7.926,-8.136,-7.266,-7.256,-9.996,-9.396,-8.466,-8.636,-9.296,-8.596,-7.436,-10.686,-10.976,-12.806,-12.836,-13.876,-12.616,-9.566,-11.716,-10.556
5940,3.26,-2.48,-0.12,1.52,10,-13.786,-5.866,-7.136,-5.626,-8.096,-7.756,-6.906,-6.836,-9.516,-8.966,-8.476,-8.986,-9.326,-8.536,-6.856,-10.056,-11.146,-12.366,-13.796,-14.316,-12.246,-10.026,-12.246,-10.476
5050,2.35,-2.36,-0.05,1.29,2,-13.776,-5.546,-6.676,-6.186,-7.616,-7.676,-7.156,-6.556,-9.676,-8.996,-7.856,-8.766,-9.016,-7.866,-7.606,-10.866,-11.776,-11.936,-12.806,-13.546,-12.086,-10.046,-11.426,-10.096
5420,0.49,-2.45,-0.27,1.59,2,-13.776,-6.176,-7.016,-5.826,-8.676,-7.836,-7.166,-6.496,-9.646,-8.896,-8.456,-8.886,-9.256,-7.806,-7.666,-10.456,-11.396,-12.396,-13.276,-14.296,-11.826,-10.326,-11.566,-10.376
4420,2.2,-2.35,0.02,1.35,2,-13.776,-5.596,-6.326,-5.766,-7.596,-7.676,-6.896,-6.496,-9.036,-9.196,-7.956,-8.686,-8.806,-8.416,-6.776,-10.066,-11.686,-11.986,-13.206,-14.066,-12.606,-9.436,-11.776,-10.046
4570,1.1,-2.42,0.01,1.45,3,-13.776,-5.676,-6.626,-6.026,-8.436,-7.616,-7.306,-6.716,-9.136,-9.086,-7.686,-9.076,-8.656,-8.196,-6.806,-10.706,-11.836,-11.956,-12.876,-14.106,-11.786,-10.256,-11.786,-9.696
5150,1.31,-2.36,0.35,1.43,3,-13.776,-6.096,-6.526,-5.396,-8.056,-8.246,-6.576,-7.336,-9.076,-9.666,-7.626,-8.786,-8.966,-8.586,-7.106,-10.276,-11.236,-12.186,-13.496,-13.386,-12.436,-9.956,-11.766,-9.746
4220,1.25,-2.47,-0.24,1.53,3,-13.776,-6.256,-6.906,-6.266,-8.266,-7.996,-7.366,-7.206,-9.246,-8.996,-8.236,-9.256,-8.546,-8.306,-7.026,-10.356,-11.186,-12.276,-12.996,-14.476,-12.626,-9.896,-12.306,-10.226
5980,0.91,-2.35,0.32,1.84,4,-13.776,-5.866,-6.976,-6.016,-8.006,-7.656,-6.386,-6.686,-9.916,-9.056,-7.856,-8.996,-8.626,-8.106,-7.466,-10.406,-11.026,-12.156,-13.246,-13.546,-11.986,-9.606,-11.756,-10.046
6340,2.14,-2.38,0.06,1.99,4,-13.776,-6.136,-6.456,-5.986,-8.386,-8.086,-7.146,-7.226,-9.906,-8.866,-7.676,-8.626,-8.456,-8.686,-7.266,-10.536,-10.996,-11.816,-13.356,-13.766,-12.126,-10.216,-11.866,-9.826
5370,0.81,-2.43,-0.06,1.54,4,-13.776,-6.136,-7.076,-6.036,-8.146,-7.976,-7.116,-6.676,-9.886,-9.056,-8.046,-9.146,-8.786,-8.256,-7.346,-10.256,-11.756,-11.996,-13.006,-14.276,-11.966,-9.696,-11.926,-10.026
5720,0.69,-2.37,0.34,1.7,4,-13.776,-6.446,-6.816,-5.246,-8.276,-7.866,-6.586,-7.056,-9.046,-9.466,-7.646,-9.056,-8.846,-8.336,-6.886,-10.226,-10.876,-12.356,-12.896,-13.606,-11.796,-10.096,-11.466,-10.336
5060,2.19,-2.46,0.06,1.31,5,-13.776,-6.356,-6.886,-5.596,-8.386,-8.406,-6.566,-7.396,-9.776,-9.386,-8.406,-9.226,-9.096,-8.166,-7.076,-10.456,-11.136,-11.846,-13.286,-14.326,-12.266,-9.436,-11.496,-10.456
4410,4.04,-2.35,0.0,0.89,6,-13.776,-6.456,-6.186,-5.606,-8.266,-7.626,-7.076,-6.726,-9.916,-9.266,-7.806,-8.476,-8.346,-8.246,-7.126,-10.766,-11.186,-12.096,-13.416,-13.616,-11.876,-9.366,-12.166,-9.766
5900,3.36,-2.44,0.17,1.49,6,-13.776,-6.536,-6.266,-6.226,-7.916,-8.436,-6.786,-6.856,-9.666,-9.516,-7.936,-9.066,-8.646,-8.706,-7.366,-10.616,-11.666,-12.066,-12.986,-14.006,-12.566,-10.206,-12.106,-10.626
6430,1.44,-2.45,0.16,2.15,6,-13.776,-6.506,-6.816,-5.356,-8.436,-7.726,-6.916,-6.936,-9.966,-9.146,-7.846,-9.106,-8.796,-8.436,-7.486,-10.696,-11.596,-12.516,-13.046,-14.276,-12.336,-9.876,-12.166,-10.256
4180,2.34,-2.36,0.18,1.42,7,-13.776,-5.946,-7.056,-6.156,-8.346,-7.796,-6.646,-7.056,-9.066,-9.216,-7.896,-9.386,-9.136,-8.276,-7.166,-9.956,-11.616,-12.556,-13.436,-13.956,-12.426,-9.536,-11.946,-10.116
